instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,cnt,Season Name
7056,2011-10-26,4,0,10,14,0,3,1,2,66,Winter
7057,2011-10-26,4,0,10,15,0,3,1,2,70,Winter
7058,2011-10-26,4,0,10,16,0,3,1,2,213,Winter
7059,2011-10-26,4,0,10,17,0,3,1,2,454,Winter
7060,2011-10-26,4,0,10,18,0,3,1,1,453,Winter
7061,2011-10-26,4,0,10,19,0,3,1,1,331,Winter
7062,2011-10-26,4,0,10,20,0,3,1,1,207,Winter
7063,2011-10-26,4,0,10,21,0,3,1,2,157,Winter
7064,2011-10-26,4,0,10,22,0,3,1,2,135,Winter
7065,2011-10-26,4,0,10,23,0,3,1,2,75,Winter
7066,2011-10-27,4,0,10,0,0,4,1,1,26,Winter
7067,2011-10-27,4,0,10,1,0,4,1,1,11,Winter
7068,2011-10-27,4,0,10,2,0,4,1,3,8,Winter
7069,2011-10-27,4,0,10,3,0,4,1,3,4,Winter
7070,2011-10-27,4,0,10,4,0,4,1,3,4,Winter
7071,2011-10-27,4,0,10,5,0,4,1,3,15,Winter
7072,2011-10-27,4,0,10,6,0,4,1,3,46,Winter
7073,2011-10-27,4,0,10,7,0,4,1,2,137,Winter
7074,2011-10-27,4,0,10,8,0,4,1,3,316,Winter
7075,2011-10-27,4,0,10,9,0,4,1,2,171,Winter
7076,2011-10-27,4,0,10,10,0,4,1,3,62,Winter
7077,2011-10-27,4,0,10,11,0,4,1,3,52,Winter
7078,2011-10-27,4,0,10,12,0,4,1,3,53,Winter
7079,2011-10-27,4,0,10,13,0,4,1,2,74,Winter
7080,2011-10-27,4,0,10,14,0,4,1,2,92,Winter
7081,2011-10-27,4,0,10,15,0,4,1,2,107,Winter
7082,2011-10-27,4,0,10,16,0,4,1,2,207,Winter
7083,2011-10-27,4,0,10,17,0,4,1,2,322,Winter
7084,2011-10-27,4,0,10,18,0,4,1,2,240,Winter
7085,2011-10-27,4,0,10,19,0,4,1,2,219,Winter
7086,2011-10-27,4,0,10,20,0,4,1,1,182,Winter
7087,2011-10-27,4,0,10,21,0,4,1,1,132,Winter
7088,2011-10-27,4,0,10,22,0,4,1,1,111,Winter
7089,2011-10-27,4,0,10,23,0,4,1,1,68,Winter
7090,2011-10-28,4,0,10,0,0,5,1,1,44,Winter
7091,2011-10-28,4,0,10,1,0,5,1,1,16,Winter
7092,2011-10-28,4,0,10,2,0,5,1,1,4,Winter
7093,2011-10-28,4,0,10,3,0,5,1,1,8,Winter
7094,2011-10-28,4,0,10,4,0,5,1,1,10,Winter
7095,2011-10-28,4,0,10,5,0,5,1,2,25,Winter
7096,2011-10-28,4,0,10,6,0,5,1,1,75,Winter
7097,2011-10-28,4,0,10,7,0,5,1,1,205,Winter
7098,2011-10-28,4,0,10,8,0,5,1,1,374,Winter
7099,2011-10-28,4,0,10,9,0,5,1,1,229,Winter
7100,2011-10-28,4,0,10,10,0,5,1,1,130,Winter
7101,2011-10-28,4,0,10,11,0,5,1,1,168,Winter
7102,2011-10-28,4,0,10,12,0,5,1,2,213,Winter
7103,2011-10-28,4,0,10,13,0,5,1,2,228,Winter
7104,2011-10-28,4,0,10,14,0,5,1,2,185,Winter
7105,2011-10-28,4,0,10,15,0,5,1,2,215,Winter
7106,2011-10-28,4,0,10,16,0,5,1,2,308,Winter
7107,2011-10-28,4,0,10,17,0,5,1,2,446,Winter
7108,2011-10-28,4,0,10,18,0,5,1,2,368,Winter
7109,2011-10-28,4,0,10,19,0,5,1,2,204,Winter
7110,2011-10-28,4,0,10,20,0,5,1,3,143,Winter
7111,2011-10-28,4,0,10,21,0,5,1,3,74,Winter
7112,2011-10-28,4,0,10,22,0,5,1,3,36,Winter
7113,2011-10-28,4,0,10,23,0,5,1,3,39,Winter
7114,2011-10-29,4,0,10,0,0,6,0,3,19,Winter
7115,2011-10-29,4,0,10,1,0,6,0,3,18,Winter
7116,2011-10-29,4,0,10,2,0,6,0,3,17,Winter
7117,2011-10-29,4,0,10,3,0,6,0,3,8,Winter
7118,2011-10-29,4,0,10,4,0,6,0,3,1,Winter
7119,2011-10-29,4,0,10,5,0,6,0,3,1,Winter
7120,2011-10-29,4,0,10,6,0,6,0,3,5,Winter
7121,2011-10-29,4,0,10,7,0,6,0,3,7,Winter
7122,2011-10-29,4,0,10,8,0,6,0,3,20,Winter
7123,2011-10-29,4,0,10,9,0,6,0,3,20,Winter
7124,2011-10-29,4,0,10,10,0,6,0,3,12,Winter
7125,2011-10-29,4,0,10,11,0,6,0,3,27,Winter
7126,2011-10-29,4,0,10,12,0,6,0,3,50,Winter
7127,2011-10-29,4,0,10,13,0,6,0,3,30,Winter
7128,2011-10-29,4,0,10,14,0,6,0,3,29,Winter
7129,2011-10-29,4,0,10,15,0,6,0,3,41,Winter
7130,2011-10-29,4,0,10,16,0,6,0,3,22,Winter
7131,2011-10-29,4,0,10,17,0,6,0,3,31,Winter
7132,2011-10-29,4,0,10,18,0,6,0,3,43,Winter
7133,2011-10-29,4,0,10,19,0,6,0,1,39,Winter
7134,2011-10-29,4,0,10,20,0,6,0,1,47,Winter
7135,2011-10-29,4,0,10,21,0,6,0,1,50,Winter
7136,2011-10-29,4,0,10,22,0,6,0,1,54,Winter
7137,2011-10-29,4,0,10,23,0,6,0,1,36,Winter
7138,2011-10-30,4,0,10,0,0,0,0,1,54,Winter
7139,2011-10-30,4,0,10,1,0,0,0,1,43,Winter
7140,2011-10-30,4,0,10,2,0,0,0,1,50,Winter
7141,2011-10-30,4,0,10,3,0,0,0,1,33,Winter
7142,2011-10-30,4,0,10,4,0,0,0,1,11,Winter
7143,2011-10-30,4,0,10,5,0,0,0,1,4,Winter
7144,2011-10-30,4,0,10,6,0,0,0,1,10,Winter
7145,2011-10-30,4,0,10,7,0,0,0,1,22,Winter
7146,2011-10-30,4,0,10,8,0,0,0,1,80,Winter
7147,2011-10-30,4,0,10,9,0,0,0,1,147,Winter
7148,2011-10-30,4,0,10,10,0,0,0,1,178,Winter
7149,2011-10-30,4,0,10,11,0,0,0,1,240,Winter
7150,2011-10-30,4,0,10,12,0,0,0,1,314,Winter
7151,2011-10-30,4,0,10,13,0,0,0,1,345,Winter
7152,2011-10-30,4,0,10,14,0,0,0,1,300,Winter
7153,2011-10-30,4,0,10,15,0,0,0,1,290,Winter
7154,2011-10-30,4,0,10,16,0,0,0,1,320,Winter
7155,2011-10-30,4,0,10,17,0,0,0,1,245,Winter
7156,2011-10-30,4,0,10,18,0,0,0,1,213,Winter
7157,2011-10-30,4,0,10,19,0,0,0,1,153,Winter
7158,2011-10-30,4,0,10,20,0,0,0,1,92,Winter
7159,2011-10-30,4,0,10,21,0,0,0,1,79,Winter
7160,2011-10-30,4,0,10,22,0,0,0,1,71,Winter
7161,2011-10-30,4,0,10,23,0,0,0,1,37,Winter
7162,2011-10-31,4,0,10,0,0,1,1,1,23,Winter
7163,2011-10-31,4,0,10,1,0,1,1,1,13,Winter
7164,2011-10-31,4,0,10,2,0,1,1,1,3,Winter
7165,2011-10-31,4,0,10,3,0,1,1,1,3,Winter
7166,2011-10-31,4,0,10,4,0,1,1,1,6,Winter
7167,2011-10-31,4,0,10,5,0,1,1,1,18,Winter
7168,2011-10-31,4,0,10,6,0,1,1,1,86,Winter
7169,2011-10-31,4,0,10,7,0,1,1,1,227,Winter
7170,2011-10-31,4,0,10,8,0,1,1,2,372,Winter
7171,2011-10-31,4,0,10,9,0,1,1,2,211,Winter
7172,2011-10-31,4,0,10,10,0,1,1,2,105,Winter
7173,2011-10-31,4,0,10,11,0,1,1,1,128,Winter
7174,2011-10-31,4,0,10,12,0,1,1,1,170,Winter
7175,2011-10-31,4,0,10,13,0,1,1,2,152,Winter
7176,2011-10-31,4,0,10,14,0,1,1,2,141,Winter
7177,2011-10-31,4,0,10,15,0,1,1,1,168,Winter
7178,2011-10-31,4,0,10,16,0,1,1,1,272,Winter
7179,2011-10-31,4,0,10,17,0,1,1,1,486,Winter
7180,2011-10-31,4,0,10,18,0,1,1,1,422,Winter
7181,2011-10-31,4,0,10,19,0,1,1,1,238,Winter
7182,2011-10-31,4,0,10,20,0,1,1,1,172,Winter
7183,2011-10-31,4,0,10,21,0,1,1,2,116,Winter
7184,2011-10-31,4,0,10,22,0,1,1,2,85,Winter
7185,2011-10-31,4,0,10,23,0,1,1,2,52,Winter
7186,2011-11-01,4,0,11,0,0,2,1,2,21,Winter
7187,2011-11-01,4,0,11,1,0,2,1,1,11,Winter
7188,2011-11-01,4,0,11,2,0,2,1,2,4,Winter
7189,2011-11-01,4,0,11,3,0,2,1,2,6,Winter
7190,2011-11-01,4,0,11,4,0,2,1,1,8,Winter
7191,2011-11-01,4,0,11,5,0,2,1,1,18,Winter
7192,2011-11-01,4,0,11,6,0,2,1,1,93,Winter
7193,2011-11-01,4,0,11,7,0,2,1,1,254,Winter
7194,2011-11-01,4,0,11,8,0,2,1,1,419,Winter
7195,2011-11-01,4,0,11,9,0,2,1,1,222,Winter
7196,2011-11-01,4,0,11,10,0,2,1,1,135,Winter
7197,2011-11-01,4,0,11,11,0,2,1,1,117,Winter
7198,2011-11-01,4,0,11,12,0,2,1,1,176,Winter
7199,2011-11-01,4,0,11,13,0,2,1,1,167,Winter
7200,2011-11-01,4,0,11,14,0,2,1,1,150,Winter
7201,2011-11-01,4,0,11,15,0,2,1,1,186,Winter
7202,2011-11-01,4,0,11,16,0,2,1,1,298,Winter
7203,2011-11-01,4,0,11,17,0,2,1,1,506,Winter
7204,2011-11-01,4,0,11,18,0,2,1,1,460,Winter
7205,2011-11-01,4,0,11,19,0,2,1,1,313,Winter
7206,2011-11-01,4,0,11,20,0,2,1,1,209,Winter
7207,2011-11-01,4,0,11,21,0,2,1,1,127,Winter
7208,2011-11-01,4,0,11,22,0,2,1,1,96,Winter
7209,2011-11-01,4,0,11,23,0,2,1,1,72,Winter
7210,2011-11-02,4,0,11,0,0,3,1,1,19,Winter
7211,2011-11-02,4,0,11,1,0,3,1,1,10,Winter
7212,2011-11-02,4,0,11,2,0,3,1,1,2,Winter
7213,2011-11-02,4,0,11,3,0,3,1,1,2,Winter
7214,2011-11-02,4,0,11,4,0,3,1,1,4,Winter
7215,2011-11-02,4,0,11,5,0,3,1,1,27,Winter
7216,2011-11-02,4,0,11,6,0,3,1,1,92,Winter
7217,2011-11-02,4,0,11,7,0,3,1,1,251,Winter
7218,2011-11-02,4,0,11,8,0,3,1,1,472,Winter
7219,2011-11-02,4,0,11,9,0,3,1,1,228,Winter
7220,2011-11-02,4,0,11,10,0,3,1,1,133,Winter
7221,2011-11-02,4,0,11,11,0,3,1,1,144,Winter
7222,2011-11-02,4,0,11,12,0,3,1,1,189,Winter
7223,2011-11-02,4,0,11,13,0,3,1,1,161,Winter
7224,2011-11-02,4,0,11,14,0,3,1,1,172,Winter
7225,2011-11-02,4,0,11,15,0,3,1,1,187,Winter
7226,2011-11-02,4,0,11,16,0,3,1,1,266,Winter
7227,2011-11-02,4,0,11,17,0,3,1,1,553,Winter
7228,2011-11-02,4,0,11,18,0,3,1,1,479,Winter
7229,2011-11-02,4,0,11,19,0,3,1,1,282,Winter
7230,2011-11-02,4,0,11,20,0,3,1,1,182,Winter
7231,2011-11-02,4,0,11,21,0,3,1,1,168,Winter
7232,2011-11-02,4,0,11,22,0,3,1,1,106,Winter
7233,2011-11-02,4,0,11,23,0,3,1,1,57,Winter
7234,2011-11-03,4,0,11,0,0,4,1,1,31,Winter
7235,2011-11-03,4,0,11,1,0,4,1,1,15,Winter
7236,2011-11-03,4,0,11,2,0,4,1,1,7,Winter
7237,2011-11-03,4,0,11,3,0,4,1,1,5,Winter
7238,2011-11-03,4,0,11,4,0,4,1,1,4,Winter
7239,2011-11-03,4,0,11,5,0,4,1,1,28,Winter
7240,2011-11-03,4,0,11,6,0,4,1,1,99,Winter
7241,2011-11-03,4,0,11,7,0,4,1,2,292,Winter
7242,2011-11-03,4,0,11,8,0,4,1,2,402,Winter
7243,2011-11-03,4,0,11,9,0,4,1,2,164,Winter
7244,2011-11-03,4,0,11,10,0,4,1,2,110,Winter
7245,2011-11-03,4,0,11,11,0,4,1,1,120,Winter
7246,2011-11-03,4,0,11,12,0,4,1,1,179,Winter
7247,2011-11-03,4,0,11,13,0,4,1,2,169,Winter
7248,2011-11-03,4,0,11,14,0,4,1,1,152,Winter
7249,2011-11-03,4,0,11,15,0,4,1,1,162,Winter
7250,2011-11-03,4,0,11,16,0,4,1,1,267,Winter
7251,2011-11-03,4,0,11,17,0,4,1,1,498,Winter
7252,2011-11-03,4,0,11,18,0,4,1,1,433,Winter
7253,2011-11-03,4,0,11,19,0,4,1,1,252,Winter
7254,2011-11-03,4,0,11,20,0,4,1,1,209,Winter
7255,2011-11-03,4,0,11,21,0,4,1,1,144,Winter
7256,2011-11-03,4,0,11,22,0,4,1,1,137,Winter
7257,2011-11-03,4,0,11,23,0,4,1,1,95,Winter
7258,2011-11-04,4,0,11,0,0,5,1,2,43,Winter
7259,2011-11-04,4,0,11,1,0,5,1,2,17,Winter
7260,2011-11-04,4,0,11,2,0,5,1,2,10,Winter
7261,2011-11-04,4,0,11,3,0,5,1,2,8,Winter
7262,2011-11-04,4,0,11,4,0,5,1,2,7,Winter
7263,2011-11-04,4,0,11,5,0,5,1,2,23,Winter
7264,2011-11-04,4,0,11,6,0,5,1,2,66,Winter
7265,2011-11-04,4,0,11,7,0,5,1,2,245,Winter
7266,2011-11-04,4,0,11,8,0,5,1,2,395,Winter
7267,2011-11-04,4,0,11,9,0,5,1,2,254,Winter
7268,2011-11-04,4,0,11,10,0,5,1,2,134,Winter
7269,2011-11-04,4,0,11,11,0,5,1,2,162,Winter
7270,2011-11-04,4,0,11,12,0,5,1,2,197,Winter
7271,2011-11-04,4,0,11,13,0,5,1,1,194,Winter
7272,2011-11-04,4,0,11,14,0,5,1,1,201,Winter
7273,2011-11-04,4,0,11,15,0,5,1,1,237,Winter
7274,2011-11-04,4,0,11,16,0,5,1,1,290,Winter
7275,2011-11-04,4,0,11,17,0,5,1,1,480,Winter
7276,2011-11-04,4,0,11,18,0,5,1,1,374,Winter
7277,2011-11-04,4,0,11,19,0,5,1,1,196,Winter
7278,2011-11-04,4,0,11,20,0,5,1,1,186,Winter
7279,2011-11-04,4,0,11,21,0,5,1,1,123,Winter
7280,2011-11-04,4,0,11,22,0,5,1,1,115,Winter
7281,2011-11-04,4,0,11,23,0,5,1,1,89,Winter
7282,2011-11-05,4,0,11,0,0,6,0,1,52,Winter
7283,2011-11-05,4,0,11,1,0,6,0,1,62,Winter
7284,2011-11-05,4,0,11,2,0,6,0,1,31,Winter
7285,2011-11-05,4,0,11,3,0,6,0,1,8,Winter
7286,2011-11-05,4,0,11,4,0,6,0,1,8,Winter
7287,2011-11-05,4,0,11,5,0,6,0,1,2,Winter
7288,2011-11-05,4,0,11,6,0,6,0,1,23,Winter
7289,2011-11-05,4,0,11,7,0,6,0,1,34,Winter
7290,2011-11-05,4,0,11,8,0,6,0,1,84,Winter
7291,2011-11-05,4,0,11,9,0,6,0,1,141,Winter
7292,2011-11-05,4,0,11,10,0,6,0,1,227,Winter
7293,2011-11-05,4,0,11,11,0,6,0,1,238,Winter
7294,2011-11-05,4,0,11,12,0,6,0,1,372,Winter
7295,2011-11-05,4,0,11,13,0,6,0,1,355,Winter
7296,2011-11-05,4,0,11,14,0,6,0,1,386,Winter
7297,2011-11-05,4,0,11,15,0,6,0,1,343,Winter
7298,2011-11-05,4,0,11,16,0,6,0,1,335,Winter
7299,2011-11-05,4,0,11,17,0,6,0,1,334,Winter
7300,2011-11-05,4,0,11,18,0,6,0,1,237,Winter
7301,2011-11-05,4,0,11,19,0,6,0,1,204,Winter
7302,2011-11-05,4,0,11,20,0,6,0,1,165,Winter
7303,2011-11-05,4,0,11,21,0,6,0,1,118,Winter
7304,2011-11-05,4,0,11,22,0,6,0,1,82,Winter
7305,2011-11-05,4,0,11,23,0,6,0,1,85,Winter
7306,2011-11-06,4,0,11,0,0,0,0,1,75,Winter
7307,2011-11-06,4,0,11,1,0,0,0,1,115,Winter
7308,2011-11-06,4,0,11,2,0,0,0,1,29,Winter
7309,2011-11-06,4,0,11,3,0,0,0,1,9,Winter
7310,2011-11-06,4,0,11,4,0,0,0,1,6,Winter
7311,2011-11-06,4,0,11,5,0,0,0,1,5,Winter
7312,2011-11-06,4,0,11,6,0,0,0,1,16,Winter
7313,2011-11-06,4,0,11,7,0,0,0,1,28,Winter
7314,2011-11-06,4,0,11,8,0,0,0,2,90,Winter
7315,2011-11-06,4,0,11,9,0,0,0,2,170,Winter
7316,2011-11-06,4,0,11,10,0,0,0,1,262,Winter
7317,2011-11-06,4,0,11,11,0,0,0,1,320,Winter
7318,2011-11-06,4,0,11,12,0,0,0,1,346,Winter
7319,2011-11-06,4,0,11,13,0,0,0,1,314,Winter
7320,2011-11-06,4,0,11,14,0,0,0,1,320,Winter
7321,2011-11-06,4,0,11,15,0,0,0,1,306,Winter
7322,2011-11-06,4,0,11,16,0,0,0,1,347,Winter
7323,2011-11-06,4,0,11,17,0,0,0,1,256,Winter
7324,2011-11-06,4,0,11,18,0,0,0,1,185,Winter
7325,2011-11-06,4,0,11,19,0,0,0,1,151,Winter
7326,2011-11-06,4,0,11,20,0,0,0,1,116,Winter
7327,2011-11-06,4,0,11,21,0,0,0,1,88,Winter
7328,2011-11-06,4,0,11,22,0,0,0,1,45,Winter
7329,2011-11-06,4,0,11,23,0,0,0,1,50,Winter
7330,2011-11-07,4,0,11,0,0,1,1,1,15,Winter
7331,2011-11-07,4,0,11,1,0,1,1,1,8,Winter
7332,2011-11-07,4,0,11,2,0,1,1,1,2,Winter
7333,2011-11-07,4,0,11,3,0,1,1,1,3,Winter
7334,2011-11-07,4,0,11,4,0,1,1,1,6,Winter
7335,2011-11-07,4,0,11,5,0,1,1,1,26,Winter
7336,2011-11-07,4,0,11,6,0,1,1,2,99,Winter
7337,2011-11-07,4,0,11,7,0,1,1,2,311,Winter
7338,2011-11-07,4,0,11,8,0,1,1,2,410,Winter
7339,2011-11-07,4,0,11,9,0,1,1,2,174,Winter
7340,2011-11-07,4,0,11,10,0,1,1,1,123,Winter
7341,2011-11-07,4,0,11,11,0,1,1,1,128,Winter
7342,2011-11-07,4,0,11,12,0,1,1,1,179,Winter
7343,2011-11-07,4,0,11,13,0,1,1,1,189,Winter
7344,2011-11-07,4,0,11,14,0,1,1,1,145,Winter
7345,2011-11-07,4,0,11,15,0,1,1,1,170,Winter
7346,2011-11-07,4,0,11,16,0,1,1,1,295,Winter
7347,2011-11-07,4,0,11,17,0,1,1,1,528,Winter
7348,2011-11-07,4,0,11,18,0,1,1,1,425,Winter
7349,2011-11-07,4,0,11,19,0,1,1,1,300,Winter
7350,2011-11-07,4,0,11,20,0,1,1,1,204,Winter
7351,2011-11-07,4,0,11,21,0,1,1,1,139,Winter
7352,2011-11-07,4,0,11,22,0,1,1,1,108,Winter
7353,2011-11-07,4,0,11,23,0,1,1,1,48,Winter
7354,2011-11-08,4,0,11,0,0,2,1,1,18,Winter
7355,2011-11-08,4,0,11,1,0,2,1,1,11,Winter
7356,2011-11-08,4,0,11,2,0,2,1,1,1,Winter
7357,2011-11-08,4,0,11,3,0,2,1,1,3,Winter
7358,2011-11-08,4,0,11,4,0,2,1,1,4,Winter
7359,2011-11-08,4,0,11,5,0,2,1,1,18,Winter
7360,2011-11-08,4,0,11,6,0,2,1,1,99,Winter
7361,2011-11-08,4,0,11,7,0,2,1,1,323,Winter
7362,2011-11-08,4,0,11,8,0,2,1,1,466,Winter
7363,2011-11-08,4,0,11,9,0,2,1,1,191,Winter
7364,2011-11-08,4,0,11,10,0,2,1,1,129,Winter
7365,2011-11-08,4,0,11,11,0,2,1,1,147,Winter
7366,2011-11-08,4,0,11,12,0,2,1,1,203,Winter
7367,2011-11-08,4,0,11,13,0,2,1,1,196,Winter
7368,2011-11-08,4,0,11,14,0,2,1,1,161,Winter
7369,2011-11-08,4,0,11,15,0,2,1,1,188,Winter
7370,2011-11-08,4,0,11,16,0,2,1,1,289,Winter
7371,2011-11-08,4,0,11,17,0,2,1,1,499,Winter
7372,2011-11-08,4,0,11,18,0,2,1,1,462,Winter
7373,2011-11-08,4,0,11,19,0,2,1,1,278,Winter
7374,2011-11-08,4,0,11,20,0,2,1,1,181,Winter
7375,2011-11-08,4,0,11,21,0,2,1,1,182,Winter
7376,2011-11-08,4,0,11,22,0,2,1,1,108,Winter
7377,2011-11-08,4,0,11,23,0,2,1,1,48,Winter
7378,2011-11-09,4,0,11,0,0,3,1,1,13,Winter
7379,2011-11-09,4,0,11,1,0,3,1,1,10,Winter
7380,2011-11-09,4,0,11,2,0,3,1,1,5,Winter
7381,2011-11-09,4,0,11,3,0,3,1,1,4,Winter
7382,2011-11-09,4,0,11,4,0,3,1,1,4,Winter
7383,2011-11-09,4,0,11,5,0,3,1,1,28,Winter
7384,2011-11-09,4,0,11,6,0,3,1,1,98,Winter
7385,2011-11-09,4,0,11,7,0,3,1,1,300,Winter
7386,2011-11-09,4,0,11,8,0,3,1,1,456,Winter
7387,2011-11-09,4,0,11,9,0,3,1,1,219,Winter
7388,2011-11-09,4,0,11,10,0,3,1,1,105,Winter
7389,2011-11-09,4,0,11,11,0,3,1,1,152,Winter
7390,2011-11-09,4,0,11,12,0,3,1,1,180,Winter
7391,2011-11-09,4,0,11,13,0,3,1,1,167,Winter
7392,2011-11-09,4,0,11,14,0,3,1,1,179,Winter
7393,2011-11-09,4,0,11,15,0,3,1,1,151,Winter
7394,2011-11-09,4,0,11,16,0,3,1,1,281,Winter
7395,2011-11-09,4,0,11,17,0,3,1,1,485,Winter
7396,2011-11-09,4,0,11,18,0,3,1,1,408,Winter
7397,2011-11-09,4,0,11,19,0,3,1,1,304,Winter
7398,2011-11-09,4,0,11,20,0,3,1,1,219,Winter
7399,2011-11-09,4,0,11,21,0,3,1,1,161,Winter
7400,2011-11-09,4,0,11,22,0,3,1,1,114,Winter
7401,2011-11-09,4,0,11,23,0,3,1,1,66,Winter
7402,2011-11-10,4,0,11,0,0,4,1,1,24,Winter
7403,2011-11-10,4,0,11,1,0,4,1,2,11,Winter
7404,2011-11-10,4,0,11,2,0,4,1,2,5,Winter
7405,2011-11-10,4,0,11,3,0,4,1,1,11,Winter
7406,2011-11-10,4,0,11,4,0,4,1,1,3,Winter
7407,2011-11-10,4,0,11,5,0,4,1,2,23,Winter
7408,2011-11-10,4,0,11,6,0,4,1,2,114,Winter
7409,2011-11-10,4,0,11,7,0,4,1,2,272,Winter
7410,2011-11-10,4,0,11,8,0,4,1,2,436,Winter
7411,2011-11-10,4,0,11,9,0,4,1,2,211,Winter
7412,2011-11-10,4,0,11,10,0,4,1,2,117,Winter
7413,2011-11-10,4,0,11,11,0,4,1,2,108,Winter
7414,2011-11-10,4,0,11,12,0,4,1,2,167,Winter
7415,2011-11-10,4,0,11,13,0,4,1,3,96,Winter
7416,2011-11-10,4,0,11,14,0,4,1,3,64,Winter
7417,2011-11-10,4,0,11,15,0,4,1,3,62,Winter
7418,2011-11-10,4,0,11,16,0,4,1,3,73,Winter
7419,2011-11-10,4,0,11,17,0,4,1,3,177,Winter
7420,2011-11-10,4,0,11,18,0,4,1,2,273,Winter
7421,2011-11-10,4,0,11,19,0,4,1,2,211,Winter
7422,2011-11-10,4,0,11,20,0,4,1,2,168,Winter
7423,2011-11-10,4,0,11,21,0,4,1,1,136,Winter
7424,2011-11-10,4,0,11,22,0,4,1,1,89,Winter
7425,2011-11-10,4,0,11,23,0,4,1,2,82,Winter
7426,2011-11-11,4,0,11,0,1,5,0,1,66,Winter
7427,2011-11-11,4,0,11,1,1,5,0,1,19,Winter
7428,2011-11-11,4,0,11,2,1,5,0,1,11,Winter
7429,2011-11-11,4,0,11,3,1,5,0,1,6,Winter
7430,2011-11-11,4,0,11,4,1,5,0,1,8,Winter
7431,2011-11-11,4,0,11,5,1,5,0,1,13,Winter
7432,2011-11-11,4,0,11,6,1,5,0,1,46,Winter
7433,2011-11-11,4,0,11,7,1,5,0,1,121,Winter
7434,2011-11-11,4,0,11,8,1,5,0,1,258,Winter
7435,2011-11-11,4,0,11,9,1,5,0,1,201,Winter
7436,2011-11-11,4,0,11,10,1,5,0,1,200,Winter
7437,2011-11-11,4,0,11,11,1,5,0,1,170,Winter
7438,2011-11-11,4,0,11,12,1,5,0,1,239,Winter
7439,2011-11-11,4,0,11,13,1,5,0,1,236,Winter
7440,2011-11-11,4,0,11,14,1,5,0,1,247,Winter
7441,2011-11-11,4,0,11,15,1,5,0,1,216,Winter
7442,2011-11-11,4,0,11,16,1,5,0,1,238,Winter
7443,2011-11-11,4,0,11,17,1,5,0,1,310,Winter
7444,2011-11-11,4,0,11,18,1,5,0,1,208,Winter
7445,2011-11-11,4,0,11,19,1,5,0,1,199,Winter
7446,2011-11-11,4,0,11,20,1,5,0,1,109,Winter
7447,2011-11-11,4,0,11,21,1,5,0,1,83,Winter
7448,2011-11-11,4,0,11,22,1,5,0,1,91,Winter
7449,2011-11-11,4,0,11,23,1,5,0,1,73,Winter
7450,2011-11-12,4,0,11,0,0,6,0,1,64,Winter
7451,2011-11-12,4,0,11,1,0,6,0,1,54,Winter
7452,2011-11-12,4,0,11,2,0,6,0,1,46,Winter
7453,2011-11-12,4,0,11,3,0,6,0,1,17,Winter
7454,2011-11-12,4,0,11,4,0,6,0,1,7,Winter
7455,2011-11-12,4,0,11,5,0,6,0,1,4,Winter
7456,2011-11-12,4,0,11,6,0,6,0,1,7,Winter
7457,2011-11-12,4,0,11,7,0,6,0,1,27,Winter
7458,2011-11-12,4,0,11,8,0,6,0,1,101,Winter
7459,2011-11-12,4,0,11,9,0,6,0,1,160,Winter
7460,2011-11-12,4,0,11,10,0,6,0,1,232,Winter
7461,2011-11-12,4,0,11,11,0,6,0,1,315,Winter
7462,2011-11-12,4,0,11,12,0,6,0,1,366,Winter
7463,2011-11-12,4,0,11,13,0,6,0,1,353,Winter
7464,2011-11-12,4,0,11,14,0,6,0,1,435,Winter
7465,2011-11-12,4,0,11,15,0,6,0,1,386,Winter
7466,2011-11-12,4,0,11,16,0,6,0,1,361,Winter
7467,2011-11-12,4,0,11,17,0,6,0,1,285,Winter
7468,2011-11-12,4,0,11,18,0,6,0,1,203,Winter
7469,2011-11-12,4,0,11,19,0,6,0,1,171,Winter
7470,2011-11-12,4,0,11,20,0,6,0,1,132,Winter
7471,2011-11-12,4,0,11,21,0,6,0,1,122,Winter
7472,2011-11-12,4,0,11,22,0,6,0,1,118,Winter
7473,2011-11-12,4,0,11,23,0,6,0,1,101,Winter
7474,2011-11-13,4,0,11,0,0,0,0,2,73,Winter
7475,2011-11-13,4,0,11,1,0,0,0,2,71,Winter
7476,2011-11-13,4,0,11,2,0,0,0,1,57,Winter
7477,2011-11-13,4,0,11,3,0,0,0,2,28,Winter
7478,2011-11-13,4,0,11,4,0,0,0,2,6,Winter
7479,2011-11-13,4,0,11,5,0,0,0,1,5,Winter
7480,2011-11-13,4,0,11,6,0,0,0,1,23,Winter
7481,2011-11-13,4,0,11,7,0,0,0,1,43,Winter
7482,2011-11-13,4,0,11,8,0,0,0,1,79,Winter
7483,2011-11-13,4,0,11,9,0,0,0,1,135,Winter
7484,2011-11-13,4,0,11,10,0,0,0,1,241,Winter
7485,2011-11-13,4,0,11,11,0,0,0,1,295,Winter
7486,2011-11-13,4,0,11,12,0,0,0,2,354,Winter
7487,2011-11-13,4,0,11,13,0,0,0,2,339,Winter
7488,2011-11-13,4,0,11,14,0,0,0,2,371,Winter
7489,2011-11-13,4,0,11,15,0,0,0,2,310,Winter
7490,2011-11-13,4,0,11,16,0,0,0,2,319,Winter
7491,2011-11-13,4,0,11,17,0,0,0,1,231,Winter
